tsne_x,tsne_y,file_name,sound_type,id,gender,age,native_language,country,health
0.84530514,0.35237065,m3123_0_cough,cough,m3123, male,38, India, EN, yes
0.67138904,0.11179874,f0511_0_sniff,sniff,f0511, female,24, United States of America, EN, no
0.7072281,0.3545435,f0748_0_sigh,sigh,f0748, female,53, United States of America, ES, no
0.5756034,0.26043168,m0186_0_cough,cough,m0186, male,56, United States of America, EN, no
0.6937732,0.19146621,m2743_0_sniff,sniff,m2743, male,29, United States of America, EN, no
0.45621768,0.91543776,m2731_0_cough,cough,m2731, male,35, Pakistan, UR, no
0.6145898,0.54757684,m2047_0_sneeze,sneeze,m2047, male,40, India, HI, no
0.6907756,0.16770898,f1303_0_sniff,sniff,f1303, female,50, United States of America, EN, no
0.20285542,0.5209212,m0563_2_cough,cough,m0563, male,45, United States of America, EN, no
0.38754135,0.8775959,f2684_0_cough,cough,f2684, female,30, Canada, EN, no
0.640386,0.8139831,f1621_0_cough,cough,f1621, female,53, United States of America, EN, no
0.1505853,0.48735896,m0262_0_laughter,laughter,m0262, male,42, United States of America, EN, no
0.5287022,0.82642376,m2261_0_cough,cough,m2261, male,33, United Kingdom, EN, no
0.4475602,0.79845625,m0618_0_throatclearing,throatclearing,m0618, male,27, United States of America, EN, no
0.6501403,0.14457132,f1653_0_sniff,sniff,f1653, female,43, United States of America, EN, no
0.72584236,0.26128572,f2558_0_sneeze,sneeze,f2558, female,22, United States of America, EN, no
0.1560644,0.46325874,f0028_0_laughter,laughter,f0028, female,51, United States of America, EN, no
0.8870044,0.21217297,m0056_0_sigh,sigh,m0056, male,25, Italy, IT, no
0.42355412,0.82484186,m1864_0_cough,cough,m1864, male,22, United Kingdom, EN, no
0.85950553,0.35372356,m2393_0_sigh,sigh,m2393, male,22, Brazil, PT, no
0.92904633,0.2596606,f2192_0_sigh,sigh,f2192, female,25, United States of America, EN, no
0.29431468,0.54121846,m0587_0_sneeze,sneeze,m0587, male,64, United States of America, EN, no
0.7746609,0.43365583,f2368_0_laughter,laughter,f2368, female,18, United States of America, EN, no
0.74611586,0.6108565,m0973_0_sneeze,sneeze,m0973, male,37, United States of America, EN, no
0.70299286,0.80366063,f0627_0_throatclearing,throatclearing,f0627, female,55, United States of America, EN, no
0.05926474,0.44347903,f1685_0_laughter,laughter,f1685, female,25, United States of America, EN, no
0.6273768,0.25090352,m0882_0_sniff,sniff,m0882, male,62, United States of America, EN, no
0.13457495,0.45736364,f1690_0_laughter,laughter,f1690, female,19, United States of America, EN, no
0.6928231,0.58032155,f0067_0_sneeze,sneeze,f0067, female,22, United States of America, EN, no
0.81947005,0.77931714,f1352_0_throatclearing,throatclearing,f1352, female,44, United States of America, EN, no
0.08883631,0.3933344,f0674_0_laughter,laughter,f0674, female,38, United States of America, EN, yes
0.60664386,0.1606612,f1585_0_sniff,sniff,f1585, female,34, United Kingdom, SW, no
0.5837307,0.9671124,f3340_0_cough,cough,f3340, female,39, United States of America, EN, no
0.677166,0.07567221,m0772_0_sniff,sniff,m0772, male,37, United States of America, EN, no
0.46122238,0.46312344,m1190_0_throatclearing,throatclearing,m1190, male,42, Canada, EN, no
0.5500555,0.82113135,m0700_0_cough,cough,m0700, male,30, India, HI, no
0.7797693,0.21637635,f3332_0_sniff,sniff,f3332, female,29, United States of America, EN, no
0.061963268,0.40970567,f0661_0_laughter,laughter,f0661, female,40, United States of America, EN, no
0.92150056,0.22300294,m1762_0_sigh,sigh,m1762, male,28, Brazil, PT, no
0.09063959,0.40431502,f2890_0_laughter,laughter,f2890, female,36, United Kingdom, EN, no
0.53556514,0.6862022,m1112_0_cough,cough,m1112, male,27, United States of America, EN, no
0.12992302,0.47159028,f2885_0_laughter,laughter,f2885, female,38, United States of America, EN, no
0.6976129,0.2160261,f2520_0_sniff,sniff,f2520, female,24, United States of America, EN, no
0.122552305,0.48616916,m2137_0_laughter,laughter,m2137, male,24, Brazil, PT, no
0.67344856,0.3547148,m0578_0_sneeze,sneeze,m0578, male,37, United States of America, EN, no
0.6870158,0.13669309,m0222_0_sniff,sniff,m0222, male,32, India, TA, no
0.7355784,0.751382,f0450_0_throatclearing,throatclearing,f0450, female,25, United States of America, EN, no
0.74420345,0.32776654,m2495_0_sniff,sniff,m2495, male,34, United States of America, EN, no
0.6190824,0.7431489,m0250_0_cough,cough,m0250, male,40, United States of America, EN, no
0.5080296,0.49418774,f1939_0_sneeze,sneeze,f1939, female,69, United States of America, EN, no
0.4735731,0.73610973,m1442_0_cough,cough,m1442, male,51, United States of America, EN, no
0.19137594,0.5124909,m2892_0_laughter,laughter,m2892, male,19, United States of America, EN, no
0.065992564,0.53712124,m2887_0_laughter,laughter,m2887, male,27, United States of America, EN, no
0.12675364,0.44162557,f2120_0_laughter,laughter,f2120, female,34, United States of America, ZH, no
0.6174476,0.8682091,f1201_0_sigh,sigh,f1201, female,31, Italy, IT, no
0.787097,0.21357174,m2763_0_sneeze,sneeze,m2763, male,31, United Kingdom, PT, no
0.46107164,0.7573718,m3263_0_sneeze,sneeze,m3263, male,46, United Kingdom, EN, no
0.6059211,0.09703469,f0208_0_sniff,sniff,f0208, female,40, United States of America, EN, no
0.5721981,0.97196156,f1138_0_cough,cough,f1138, female,35, India, HI, no
0.42150998,0.8389659,m2578_0_cough,cough,m2578, male,40, United States of America, EN, no
0.8258648,0.78360975,f1242_1_throatclearing,throatclearing,f1242, female,39, United States of America, EN, no
0.2344811,0.50685215,m1687_0_laughter,laughter,m1687, male,58, United States of America, EN, no
0.524542,0.4304108,m2736_0_sneeze,sneeze,m2736, male,36, United States of America, EN, no
0.7742649,0.018998645,m3318_0_sniff,sniff,m3318, male,24, Brazil, PT, no
0.11138568,0.40089977,f1141_0_laughter,laughter,f1141, female,40, United States of America, EN, no
0.89120847,0.30333304,f2086_0_sigh,sigh,f2086, female,49, United States of America, EN, no
0.49208382,0.38433585,f2112_0_sniff,sniff,f2112, female,41, Italy, IT, no
0.13893092,0.44618,f1154_0_laughter,laughter,f1154, female,23, United Kingdom, EN, no
0.53487265,0.7449261,m1520_0_cough,cough,m1520, male,27, United States of America, EN, no
0.6703181,0.8463879,f3222_0_cough,cough,f3222, female,31, United States of America, EN, no
0.6670963,0.47536322,f1949_2_throatclearing,throatclearing,f1949, female,27, United States of America, EN, no
0.6745881,0.8398842,f1495_0_cough,cough,f1495, female,50, United States of America, EN, no
0.5113491,0.80683106,m0662_0_cough,cough,m0662, male,25, United States of America, EN, no
0.6553144,0.55785066,m1002_0_sniff,sniff,m1002, male,26, Brazil, PT, no
0.92658746,0.233361,m0142_0_sigh,sigh,m0142, male,24, Italy, IT, no
0.7061511,0.8444763,f0287_0_cough,cough,f0287, female,37, United States of America, EN, no
0.6718243,0.33789408,f0110_0_sneeze,sneeze,f0110, female,33, India, TA, no
0.1743386,0.5443737,m0817_0_laughter,laughter,m0817, male,30, Italy, IT, no
0.79566044,0.6920196,m3338_0_throatclearing,throatclearing,m3338, male,59, United States of America, EN, no
0.91032326,0.37972853,f2599_0_sigh,sigh,f2599, female,38, United States of America, HI, no
0.88048697,0.4415283,f1440_0_sigh,sigh,f1440, female,20, United States of America, EN, no
0.5464385,0.93282604,f0827_0_cough,cough,f0827, female,29, United States of America, EN, no
0.923807,0.24244398,m1641_0_sigh,sigh,m1641, male,33, United States of America, EN, no
0.7856606,0.070490375,m2468_0_sniff,sniff,m2468, male,32, United States of America, EN, no
0.6189164,0.05295752,f1028_0_sniff,sniff,f1028, female,23, United States of America, EN, no
0.67609435,0.3610649,m3341_0_sneeze,sneeze,m3341, male,42, United States of America, EN, no
0.1426727,0.40346357,f0815_0_laughter,laughter,f0815, female,42, United States of America, EN, no
0.06774127,0.41415912,f0800_0_laughter,laughter,f0800, female,31, United States of America, EN, no
0.57269096,0.69862133,m0965_0_throatclearing,throatclearing,m0965, male,30, India, ML, no
0.65360385,0.12303711,m2138_0_sniff,sniff,m2138, male,28, United States of America, EN, no
0.14998426,0.4440496,f1309_0_laughter,laughter,f1309, female,50, United States of America, EN, no
0.95061535,0.21541958,f0421_0_sigh,sigh,f0421, female,23, United States of America, EN, no
0.7243816,0.45302466,f1578_0_sniff,sniff,f1578, female,41, Italy, IT, no
0.5741127,0.55631304,m3314_0_sneeze,sneeze,m3314, male,55, United States of America, EN, no
0.8677075,0.2510747,m0620_0_sigh,sigh,m0620, male,39, United States of America, EN, no
0.7568683,0.42107618,f2092_0_throatclearing,throatclearing,f2092, female,26, Brazil, PT, no
0.799917,0.77676284,f0923_0_throatclearing,throatclearing,f0923, female,49, United States of America, EN, no
0.44965464,0.6326293,m1143_0_laughter,laughter,m1143, male,51, United States of America, ES, no
0.72290725,0.667468,m0996_0_throatclearing,throatclearing,m0996, male,19, United States of America, EN, no
0.8422028,0.44848844,f1322_0_sigh,sigh,f1322, female,29, United States of America, EN, no
0.9187553,0.37326035,m1123_0_sigh,sigh,m1123, male,21, United States of America, EN, no
0.5477627,0.52519256,f1334_0_sneeze,sneeze,f1334, female,23, United Kingdom, EN, no
0.67419916,0.2546484,m1681_0_sneeze,sneeze,m1681, male,21, United States of America, EN, no
0.20389175,0.5344541,m3203_0_laughter,laughter,m3203, male,27, India, ML, no
0.970537,0.3210502,f0109_0_sigh,sigh,f0109, female,31, Mexico, ES, no
0.5997806,0.9775243,f2989_0_cough,cough,f2989, female,59, United States of America, EN, no
0.5101457,0.42943892,f1361_0_sneeze,sneeze,f1361, female,32, India, TE, no
0.53695923,0.46414962,f0661_0_sneeze,sneeze,f0661, female,40, United States of America, EN, no
0.82569635,0.16874914,f1315_0_sigh,sigh,f1315, female,27, India, TE, no
0.81291676,0.7324806,m2229_0_throatclearing,throatclearing,m2229, male,21, Brazil, PT, yes
0.83670694,0.21284881,m0308_0_sigh,sigh,m0308, male,27, United Kingdom, EN, no
0.062311366,0.39335796,f1540_0_laughter,laughter,f1540, female,30, United States of America, EN, no
0.8554248,0.23459868,m1114_0_sigh,sigh,m1114, male,53, United States of America, EN, no
0.57392704,0.8717649,f2679_0_cough,cough,f2679, female,61, United States of America, EN, no
0.5432749,0.4393093,m0459_0_sniff,sniff,m0459, male,38, United States of America, EN, no
0.6485041,0.43200463,f3019_0_sniff,sniff,f3019, female,40, United States of America, EN, no
0.97197014,0.29852614,f0416_0_sigh,sigh,f0416, female,32, United States of America, RU, no
0.43625456,0.90574825,m1769_0_cough,cough,m1769, male,73, United States of America, EN, no
0.11826824,0.4154757,f3049_0_laughter,laughter,f3049, female,24, Brazil, PT, no
0.42847487,0.8296436,m1906_0_cough,cough,m1906, male,18, Italy, IT, no
0.73966646,0.42387587,m2634_0_throatclearing,throatclearing,m2634, male,24, United States of America, EN, no
0.47918802,0.38685992,m1887_0_throatclearing,throatclearing,m1887, male,49, United Kingdom, EN, no
0.72926086,0.75637513,f2672_0_throatclearing,throatclearing,f2672, female,50, United States of America, EN, no
0.46744016,0.8872287,m3136_0_throatclearing,throatclearing,m3136, male,43, United States of America, EN, no
0.9211096,0.2379168,m1676_0_sigh,sigh,m1676, male,24, United States of America, EN, no
0.6286728,0.8663008,f0151_0_cough,cough,f0151, female,34, United States of America, EN, no
0.6914438,0.12411731,f2794_0_sniff,sniff,f2794, female,40, Italy, PT, no
0.6875032,0.3520155,m2165_0_sneeze,sneeze,m2165, male,32, United Kingdom, EN, no
0.6576872,0.18355912,m2371_0_sniff,sniff,m2371, male,19, Canada, EN, no
0.5598877,0.42264074,f3186_0_sniff,sniff,f3186, female,27, United States of America, EN, no
0.7998026,0.66807544,m3341_0_throatclearing,throatclearing,m3341, male,42, United States of America, EN, no
0.44410658,0.86827296,m2303_0_cough,cough,m2303, male,21, United States of America, EN, no
0.7288478,0.7652672,f3183_0_throatclearing,throatclearing,f3183, female,35, United States of America, EN, no
0.078080915,0.5478711,m1557_0_laughter,laughter,m1557, male,28, India, TA, no
0.61548394,0.9762549,f0401_0_cough,cough,f0401, female,27, United States of America, EN, no
0.6598874,0.35986814,m2130_0_sneeze,sneeze,m2130, male,24, Canada, EN, no
0.22901149,0.563788,m1542_0_laughter,laughter,m1542, male,29, India, EN, no
0.5608245,0.7521387,m3041_0_cough,cough,m3041, male,50, United States of America, EN, no
0.66834515,0.13655974,m1684_0_sniff,sniff,m1684, male,46, India, TA, no
0.62206805,0.14241111,m2621_0_sniff,sniff,m2621, male,18, Italy, IT, no
0.67633325,0.3108098,f3185_0_sneeze,sneeze,f3185, female,22, United States of America, EN, no
0.0828861,0.44228438,f2908_0_laughter,laughter,f2908, female,25, United States of America, EN, no
0.7933052,0.5541281,m0175_0_sigh,sigh,m0175, male,25, United States of America, ES, no
0.72434807,0.08643101,f1261_0_sniff,sniff,f1261, female,54, United States of America, EN, no
0.82058114,0.40017462,m1228_0_sigh,sigh,m1228, male,19, Italy, IT, no
0.9067907,0.40106514,m0034_0_sigh,sigh,m0034, male,30, United States of America, EN, no
0.4856921,0.4597141,f0711_0_sneeze,sneeze,f0711, female,60, United States of America, EN, no
0.063057385,0.47574475,f1387_0_laughter,laughter,f1387, female,61, United States of America, EN, no
0.078372374,0.45666343,f1392_0_laughter,laughter,f1392, female,50, United States of America, EN, no
0.91545707,0.38285795,m0129_0_laughter,laughter,m0129, male,21, Brazil, PT, no
0.5022597,0.47286734,f1244_0_sneeze,sneeze,f1244, female,25, United States of America, EN, no
0.8310101,0.7882258,f0888_0_throatclearing,throatclearing,f0888, female,34, United States of America, EN, no
0.9057278,0.3075524,m1737_0_sigh,sigh,m1737, male,67, United States of America, EN, no
0.56146365,0.7277013,m0069_0_cough,cough,m0069, male,27, India, HI, no
0.6148926,0.19583745,m1609_0_sniff,sniff,m1609, male,50, United States of America, EN, no
0.16414814,0.5748601,m2435_0_laughter,laughter,m2435, male,21, United States of America, EN, no
0.14706263,0.53169113,m2420_0_laughter,laughter,m2420, male,29, United States of America, EN, no
0.68385893,0.47213426,f2861_0_sigh,sigh,f2861, female,25, Italy, IT, no
0.42119187,0.7686043,m0539_0_cough,cough,m0539, male,24, Brazil, PT, no
0.6186857,0.34454268,m1359_0_sniff,sniff,m1359, male,32, India, HI, no
0.8677209,0.69071585,m2308_0_throatclearing,throatclearing,m2308, male,22, United States of America, EN, no
0.072249144,0.4514998,f2422_0_laughter,laughter,f2422, female,27, Brazil, PT, no
0.6888718,0.7487364,f2524_0_throatclearing,throatclearing,f2524, female,32, United States of America, EN, no
0.8130506,0.70012194,f1913_0_throatclearing,throatclearing,f1913, female,51, United States of America, EN, no
0.6638476,0.87836814,f2904_0_cough,cough,f2904, female,28, United States of America, EN, no
0.48525435,0.6190167,m0374_0_laughter,laughter,m0374, male,23, United States of America, EN, no
0.46294546,0.61999995,m0361_0_laughter,laughter,m0361, male,20, Italy, IT, no
0.65002143,0.6974806,m1955_0_throatclearing,throatclearing,m1955, male,43, United States of America, EN, no
0.92590517,0.34794968,m2493_0_sigh,sigh,m2493, male,25, United States of America, EN, no
0.64634657,0.19249265,m2733_0_sniff,sniff,m2733, male,31, United Kingdom, ML, no
0.07795829,0.52984405,m2715_0_throatclearing,throatclearing,m2715, male,71, India, HI, no
0.62847584,0.8722722,f1301_0_cough,cough,f1301, female,19, United States of America, EN, no
0.7957822,0.18568002,m0249_0_sigh,sigh,m0249, male,33, India, EN, no
0.77192056,0.13749242,m0184_0_sniff,sniff,m0184, male,51, Italy, IT, no
0.4173965,0.8396701,m2741_0_cough,cough,m2741, male,29, United States of America, EN, no
0.8161511,0.23983143,m3121_0_sniff,sniff,m3121, male,39, Bulgaria, BG, no
0.5512091,0.6693145,f2901_0_sneeze,sneeze,f2901, female,21, United States of America, EN, no
0.5588182,0.95840216,f0513_0_cough,cough,f0513, female,75, United States of America, EN, no
0.92522424,0.2673071,f1254_0_sigh,sigh,f1254, female,31, United States of America, EN, no
0.43516752,0.75708187,m3153_0_cough,cough,m3153, male,51, United States of America, ES, no
0.6663907,0.05549401,m2263_0_sniff,sniff,m2263, male,36, Canada, EN, no
0.7484311,0.7106476,m2591_0_throatclearing,throatclearing,m2591, male,32, Brazil, PT, no
0.5861987,0.7527874,m3017_0_throatclearing,throatclearing,m3017, male,43, United States of America, EN, no
0.6406206,0.15382051,f3094_0_sniff,sniff,f3094, female,22, United States of America, EN, no
0.6493256,0.9243897,f1651_0_cough,cough,f1651, female,20, United States of America, BN, no
0.60303146,0.52439374,m2015_0_sneeze,sneeze,m2015, male,24, India, PA, no
0.58401,0.9954427,f0043_0_cough,cough,f0043, female,39, United States of America, EN, no
0.7495451,0.16368042,f2686_0_sniff,sniff,f2686, female,38, India, ML, no
0.89700186,0.41651565,m1062_0_sigh,sigh,m1062, male,31, India, ML, no
0.6630088,0.86251724,f2522_0_cough,cough,f2522, female,47, United States of America, ZH, no
0.50499266,0.9065583,m1162_0_cough,cough,m1162, male,66, United States of America, EN, no
0.667639,0.06657582,m0702_0_sniff,sniff,m0702, male,51, United States of America, EN, no
0.62103546,0.8941741,f1587_0_cough,cough,f1587, female,37, United States of America, EN, no
0.49818078,0.84818286,m0770_0_cough,cough,m0770, male,28, United States of America, EN, no
0.48110065,0.8636833,m3285_0_cough,cough,m3285, male,38, United States of America, EN, no
0.43063352,0.83184177,m1432_0_cough,cough,m1432, male,29, United States of America, EN, no
0.7578036,0.21403874,m0252_0_sniff,sniff,m0252, male,43, United States of America, EN, no
0.16373308,0.5752608,m0528_0_laughter,laughter,m0528, male,19, Canada, EN, no
0.45773932,0.8254615,m0220_0_cough,cough,m0220, male,30, United States of America, TE, no
0.03698247,0.43981284,f1786_0_laughter,laughter,f1786, female,49, United States of America, EN, no
0.70078856,0.5326048,f2986_0_laughter,laughter,f2986, female,44, United States of America, EN, no
0.15065584,0.39655468,f2993_0_laughter,laughter,f2993, female,49, United States of America, EN, no
0.87086105,0.2005434,m0761_0_sigh,sigh,m0761, male,21, Italy, IT, no
0.6962212,0.3344279,m0580_0_sneeze,sneeze,m0580, male,28, United States of America, EN, no
0.5586834,0.66715616,m1080_0_sneeze,sneeze,m1080, male,24, United States of America, EN, no
0.085415505,0.39172143,f0777_0_laughter,laughter,f0777, female,30, United States of America, EN, no
0.71889585,0.32268494,f0060_0_sneeze,sneeze,f0060, female,19, Italy, IT, no
0.5313154,0.4692382,f1994_0_sneeze,sneeze,f1994, female,52, Canada, FR, no
0.5743377,0.41920713,f1560_0_sneeze,sneeze,f1560, female,41, India, ML, no
0.1355273,0.50833184,m2021_0_laughter,laughter,m2021, male,40, Italy, IT, no
0.2870937,0.5753513,m2034_0_laughter,laughter,m2034, male,29, Brazil, PT, no
0.6543706,0.5038777,m0921_0_sneeze,sneeze,m0921, male,25, United States of America, EN, no
0.7880755,0.5093612,m0880_0_cough,cough,m0880, male,35, United States of America, EN, no
0.37474728,0.5961158,m0760_0_laughter,laughter,m0760, male,28, United States of America, EN, no
0.7115142,0.07860476,f0278_0_sniff,sniff,f0278, female,41, United States of America, EN, no
0.7243229,0.5059443,m2991_0_laughter,laughter,m2991, male,19, United States of America, EN, yes
0.51003826,0.8631537,m2058_0_cough,cough,m2058, male,35, Macedonia, MK, no
0.4670122,0.60282964,f2023_0_laughter,laughter,f2023, female,39, United States of America, EN, no
0.61135495,0.55206364,m2731_0_sneeze,sneeze,m2731, male,35, Pakistan, UR, no
0.8047597,0.68085325,m2382_0_throatclearing,throatclearing,m2382, male,26, India, TE, no
0.77329826,0.13042936,f0728_0_sniff,sniff,f0728, female,39, United States of America, EN, no
0.6448107,0.82824033,o0005_0_sniff,sniff,o0005, other,22, United States of America, EN, no
0.48434058,0.59977627,f2036_0_laughter,laughter,f2036, female,31, United States of America, EN, no
0.5673254,0.9872175,f1148_0_cough,cough,f1148, female,24, United States of America, EN, no
0.8080018,0.7881486,f2337_0_throatclearing,throatclearing,f2337, female,21, United States of America, EN, no
0.84362656,0.71138,m0844_0_throatclearing,throatclearing,m0844, male,31, United States of America, EN, no
0.097959906,0.5046003,m1791_0_laughter,laughter,m1791, male,23, United States of America, EN, no
0.1292224,0.58924437,m1784_0_laughter,laughter,m1784, male,21, United States of America, EN, no
0.8010196,0.7674427,f0802_0_throatclearing,throatclearing,f0802, female,20, United States of America, EN, no
0.64762676,0.7459685,m2371_0_throatclearing,throatclearing,m2371, male,19, Canada, EN, no
0.9577475,0.27939668,f2299_0_sigh,sigh,f2299, female,20, United States of America, EN, no
0.88166106,0.25334924,m1623_1_sigh,sigh,m1623, male,36, Nigeria, EN, no
0.71262383,0.5232089,m0537_0_throatclearing,throatclearing,m0537, male,22, Italy, IT, no
0.9748638,0.27094364,f3085_0_sigh,sigh,f3085, female,29, United States of America, EN, no
0.10335036,0.4224271,f1042_0_laughter,laughter,f1042, female,46, United States of America, EN, no
0.60961384,0.5793616,f1273_0_throatclearing,throatclearing,f1273, female,48, Jamaica, EN, no
0.5190775,0.4123398,f0117_0_sneeze,sneeze,f0117, female,46, United States of America, EN, no
0.67929363,0.8235256,f0571_0_throatclearing,throatclearing,f0571, female,28, United States of America, EN, no
0.6848138,0.34739268,m0803_0_sneeze,sneeze,m0803, male,18, United States of America, EN, no
0.6505353,0.74425685,m1235_0_throatclearing,throatclearing,m1235, male,42, United States of America, EN, no
0.9388391,0.30837145,f1340_0_sigh,sigh,f1340, female,63, United States of America, EN, no
0.57395405,0.90732867,f2110_0_cough,cough,f2110, female,56, United States of America, EN, no
0.7436741,0.051969808,m1522_0_sniff,sniff,m1522, male,33, Brazil, PT, yes
0.40394562,0.8841696,m1550_0_cough,cough,m1550, male,51, United Kingdom, EN, no
0.76396006,0.067328334,f2162_0_sniff,sniff,f2162, female,22, United States of America, EN, no
0.795735,0.42148417,m2909_0_sigh,sigh,m2909, male,39, United States of America, EN, no
0.6708274,0.3454503,f1849_0_sneeze,sneeze,f1849, female,25, United States of America, EN, no
0.42875135,0.85950017,m0342_0_cough,cough,m0342, male,21, United Kingdom, EN, no
0.47063455,0.60074097,m0914_0_laughter,laughter,m0914, male,24, United Kingdom, EN, no
0.567435,0.60322607,f0706_0_throatclearing,throatclearing,f0706, female,23, United Kingdom, EN, no
0.61852205,0.8868893,f1280_0_throatclearing,throatclearing,f1280, female,28, United States of America, EN, no
0.80778515,0.030673759,f0285_0_sniff,sniff,f0285, female,20, United States of America, ES, no
0.7207458,0.10218514,m1072_0_sniff,sniff,m1072, male,56, United States of America, EN, no
0.13154615,0.5158578,m1208_0_laughter,laughter,m1208, male,26, United States of America, EN, no
0.86568034,0.30653387,f0443_0_sigh,sigh,f0443, female,36, United States of America, EN, no
0.6818041,0.032808296,m0660_0_sniff,sniff,m0660, male,18, United States of America, EN, no
0.7251082,0.7169768,f1004_0_throatclearing,throatclearing,f1004, female,55, United States of America, EN, no
0.4741783,0.8769542,m0612_0_cough,cough,m0612, male,33, India, HI, no
0.8437201,0.17639813,f3220_0_sniff,sniff,f3220, female,45, India, MR, no
0.53871346,0.5083481,f2359_0_sneeze,sneeze,f2359, female,50, Brazil, PT, no
0.04833076,0.42042312,f0916_0_laughter,laughter,f0916, female,24, United States of America, EN, no
0.786055,0.4762878,m1623_0_sigh,sigh,m1623, male,36, Nigeria, EN, no
0.45917198,0.84386593,f0638_0_cough,cough,f0638, female,39, United Kingdom, PT, no
0.42840847,0.8200242,m3278_0_cough,cough,m3278, male,30, Brazil, PT, no
0.7904956,0.18189068,m2418_0_sniff,sniff,m2418, male,35, Brazil, PT, no
0.50298744,0.50284094,m1040_0_laughter,laughter,m1040, male,24, United States of America, EN, yes
0.74411047,0.5031187,m0120_0_sigh,sigh,m0120, male,28, India, TA, yes
0.61288035,0.9910015,f0368_0_cough,cough,f0368, female,51, United States of America, EN, no
0.6578184,0.48640075,m2613_0_sneeze,sneeze,m2613, male,18, United States of America, EN, no
0.7718652,0.039727297,m3313_0_sneeze,sneeze,m3313, male,27, Spain, ES, no
0.6779868,0.16563931,f1508_0_sniff,sniff,f1508, female,30, India, TA, no
0.4607262,0.5871209,m3300_0_laughter,laughter,m3300, male,33, United Kingdom, LV, no
0.7597705,0.12468456,m0429_0_sniff,sniff,m0429, male,44, United States of America, EN, no
0.18510589,0.49926788,m3315_0_laughter,laughter,m3315, male,37, Canada, FR, no
0.7222906,0.06718066,f3069_0_sniff,sniff,f3069, female,44, United States of America, EN, no
0.15285093,0.42228836,f2609_0_cough,cough,f2609, female,26, United States of America, EN, no
0.637972,0.033669136,f3111_1_sniff,sniff,f3111, female,29, United States of America, EN, no
0.7618226,0.75685257,f0115_0_throatclearing,throatclearing,f0115, female,25, United States of America, EN, no
0.07310804,0.41361925,f1443_0_laughter,laughter,f1443, female,20, United States of America, EN, no
0.6970855,0.3956129,m1679_0_sneeze,sneeze,m1679, male,34, United States of America, EN, no
0.047092117,0.4788802,f1456_0_laughter,laughter,f1456, female,31, United States of America, EN, no
0.6427106,0.3671026,m0379_0_sneeze,sneeze,m0379, male,45, United States of America, EN, no
0.5580615,0.90849125,f2359_0_cough,cough,f2359, female,50, Brazil, PT, no
0.92814696,0.3665053,m2809_0_laughter,laughter,m2809, male,33, United States of America, EN, no
0.24202034,0.5707185,m1609_0_laughter,laughter,m1609, male,50, United States of America, EN, no
0.9693608,0.2054288,f2942_0_sigh,sigh,f2942, female,30, India, HI, no
0.50962055,0.40769348,m0386_0_sneeze,sneeze,m0386, male,21, United States of America, EN, no
0.89761716,0.21865742,m0886_0_sigh,sigh,m0886, male,29, United States of America, EN, no
