tsne_x,tsne_y,file_name,sound_type,id,gender,age,native_language,country,health
0.47292104,0.44943148,m2736_0_sneeze,sneeze,m2736, male,36, United States of America, EN, no
0.6935393,0.021822656,m3318_0_sniff,sniff,m3318, male,24, Brazil, PT, no
0.15291098,0.37113345,f1141_0_laughter,laughter,f1141, female,40, United States of America, EN, no
0.92043597,0.32086986,f2086_0_sigh,sigh,f2086, female,49, United States of America, EN, no
0.39558515,0.47039405,f2112_0_sniff,sniff,f2112, female,41, Italy, IT, no
0.17181173,0.4297173,f1154_0_laughter,laughter,f1154, female,23, United Kingdom, EN, no
0.47434306,0.72496426,m1520_0_cough,cough,m1520, male,27, United States of America, EN, no
0.61030847,0.8257986,f3222_0_cough,cough,f3222, female,31, United States of America, EN, no
0.6404193,0.483625,f1949_2_throatclearing,throatclearing,f1949, female,27, United States of America, EN, no
0.6031846,0.79596376,f1495_0_cough,cough,f1495, female,50, United States of America, EN, no
0.47092006,0.7857674,m0662_0_cough,cough,m0662, male,25, United States of America, EN, no
0.6388483,0.5748399,m1002_0_sniff,sniff,m1002, male,26, Brazil, PT, no
0.8952635,0.22589278,m0142_0_sigh,sigh,m0142, male,24, Italy, IT, no
0.62952757,0.8046082,f0287_0_cough,cough,f0287, female,37, United States of America, EN, no
0.6361975,0.35007757,f0110_0_sneeze,sneeze,f0110, female,33, India, TA, no
0.16012634,0.54181623,m0817_0_laughter,laughter,m0817, male,30, Italy, IT, no
0.7918601,0.68731606,m3338_0_throatclearing,throatclearing,m3338, male,59, United States of America, EN, no
0.9146895,0.39578182,f2599_0_sigh,sigh,f2599, female,38, United States of America, HI, no
0.8898269,0.46277836,f1440_0_sigh,sigh,f1440, female,20, United States of America, EN, no
0.5048895,0.9211218,f0827_0_cough,cough,f0827, female,29, United States of America, EN, no
0.89786035,0.24062723,m1641_0_sigh,sigh,m1641, male,33, United States of America, EN, no
0.7104675,0.06585057,m2468_0_sniff,sniff,m2468, male,32, United States of America, EN, no
0.5345024,0.09542986,f1028_0_sniff,sniff,f1028, female,23, United States of America, EN, no
0.63083076,0.390516,m3341_0_sneeze,sneeze,m3341, male,42, United States of America, EN, no
0.18002024,0.37619796,f0815_0_laughter,laughter,f0815, female,42, United States of America, EN, no
0.09333176,0.37741494,f0800_0_laughter,laughter,f0800, female,31, United States of America, EN, no
0.5629099,0.690007,m0965_0_throatclearing,throatclearing,m0965, male,30, India, ML, no
0.57059205,0.13572861,m2138_0_sniff,sniff,m2138, male,28, United States of America, EN, no
0.17196527,0.4584719,f1309_0_laughter,laughter,f1309, female,50, United States of America, EN, no
0.9341164,0.2166124,f0421_0_sigh,sigh,f0421, female,23, United States of America, EN, no
0.746656,0.45773965,f1578_0_sniff,sniff,f1578, female,41, Italy, IT, no
0.55205804,0.5229607,m3314_0_sneeze,sneeze,m3314, male,55, United States of America, EN, no
0.8441779,0.25840193,m0620_0_sigh,sigh,m0620, male,39, United States of America, EN, no
0.75566345,0.42044967,f2092_0_throatclearing,throatclearing,f2092, female,26, Brazil, PT, no
0.7886878,0.7882166,f0923_0_throatclearing,throatclearing,f0923, female,49, United States of America, EN, no
0.34510952,0.60593575,m1143_0_laughter,laughter,m1143, male,51, United States of America, ES, no
0.71551913,0.66845495,m0996_0_throatclearing,throatclearing,m0996, male,19, United States of America, EN, no
0.83453035,0.47590747,f1322_0_sigh,sigh,f1322, female,29, United States of America, EN, no
0.9228433,0.3855747,m1123_0_sigh,sigh,m1123, male,21, United States of America, EN, no
0.5035481,0.51527685,f1334_0_sneeze,sneeze,f1334, female,23, United Kingdom, EN, no
0.6577984,0.26949573,m1681_0_sneeze,sneeze,m1681, male,21, United States of America, EN, no
0.2112112,0.53497446,m3203_0_laughter,laughter,m3203, male,27, India, ML, no
0.9715905,0.33275667,f0109_0_sigh,sigh,f0109, female,31, Mexico, ES, no
0.54355747,0.9654196,f2989_0_cough,cough,f2989, female,59, United States of America, EN, no
0.46606475,0.4334519,f1361_0_sneeze,sneeze,f1361, female,32, India, TE, no
0.49037176,0.45828483,f0661_0_sneeze,sneeze,f0661, female,40, United States of America, EN, no
0.786688,0.16874814,f1315_0_sigh,sigh,f1315, female,27, India, TE, no
0.8060814,0.7361971,m2229_0_throatclearing,throatclearing,m2229, male,21, Brazil, PT, yes
0.8004347,0.21646225,m0308_0_sigh,sigh,m0308, male,27, United Kingdom, EN, no
0.11348473,0.34214836,f1540_0_laughter,laughter,f1540, female,30, United States of America, EN, no
0.82045734,0.24297942,m1114_0_sigh,sigh,m1114, male,53, United States of America, EN, no
0.5152248,0.868186,f2679_0_cough,cough,f2679, female,61, United States of America, EN, no
0.47895163,0.41493562,m0459_0_sniff,sniff,m0459, male,38, United States of America, EN, no
0.75564885,0.36193922,f3019_0_sniff,sniff,f3019, female,40, United States of America, EN, no
0.9785223,0.30546877,f0416_0_sigh,sigh,f0416, female,32, United States of America, RU, no
0.39534733,0.88654953,m1769_0_cough,cough,m1769, male,73, United States of America, EN, no
0.16152218,0.38474593,f3049_0_laughter,laughter,f3049, female,24, Brazil, PT, no
0.3666826,0.80629104,m1906_0_cough,cough,m1906, male,18, Italy, IT, no
0.7386346,0.4251363,m2634_0_throatclearing,throatclearing,m2634, male,24, United States of America, EN, no
0.39187342,0.4790202,m1887_0_throatclearing,throatclearing,m1887, male,49, United Kingdom, EN, no
0.7200468,0.7708911,f2672_0_throatclearing,throatclearing,f2672, female,50, United States of America, EN, no
0.4069211,0.8713381,m3136_0_throatclearing,throatclearing,m3136, male,43, United States of America, EN, no
0.8927856,0.23524576,m1676_0_sigh,sigh,m1676, male,24, United States of America, EN, no
0.59994847,0.8724929,f0151_0_cough,cough,f0151, female,34, United States of America, EN, no
0.6240382,0.1362315,f2794_0_sniff,sniff,f2794, female,40, Italy, PT, no
0.644895,0.38009533,m2165_0_sneeze,sneeze,m2165, male,32, United Kingdom, EN, no
0.5888577,0.19596222,m2371_0_sniff,sniff,m2371, male,19, Canada, EN, no
0.5039951,0.4217864,f3186_0_sniff,sniff,f3186, female,27, United States of America, EN, no
0.79255223,0.660908,m3341_0_throatclearing,throatclearing,m3341, male,42, United States of America, EN, no
0.37793088,0.8216052,m2303_0_cough,cough,m2303, male,21, United States of America, EN, no
0.7172475,0.79800546,f3183_0_throatclearing,throatclearing,f3183, female,35, United States of America, EN, no
0.05132057,0.5234409,m1557_0_laughter,laughter,m1557, male,28, India, TA, no
0.545348,0.9813781,f0401_0_cough,cough,f0401, female,27, United States of America, EN, no
0.66053677,0.38794556,m2130_0_sneeze,sneeze,m2130, male,24, Canada, EN, no
0.24490541,0.55598015,m1542_0_laughter,laughter,m1542, male,29, India, EN, no
0.52280325,0.7287412,m3041_0_cough,cough,m3041, male,50, United States of America, EN, no
0.6232669,0.15821593,m1684_0_sniff,sniff,m1684, male,46, India, TA, no
0.53894275,0.15892878,m2621_0_sniff,sniff,m2621, male,18, Italy, IT, no
0.637475,0.32674745,f3185_0_sneeze,sneeze,f3185, female,22, United States of America, EN, no
0.107989,0.41126546,f2908_0_laughter,laughter,f2908, female,25, United States of America, EN, no
0.7848777,0.5965046,m0175_0_sigh,sigh,m0175, male,25, United States of America, ES, no
0.6409959,0.08115801,f1261_0_sniff,sniff,f1261, female,54, United States of America, EN, no
0.80929863,0.41638356,m1228_0_sigh,sigh,m1228, male,19, Italy, IT, no
0.91552544,0.4170472,m0034_0_sigh,sigh,m0034, male,30, United States of America, EN, no
0.455172,0.40011406,f0711_0_sneeze,sneeze,f0711, female,60, United States of America, EN, no
0.04930479,0.42836156,f1387_0_laughter,laughter,f1387, female,61, United States of America, EN, no
0.10727705,0.42118087,f1392_0_laughter,laughter,f1392, female,50, United States of America, EN, no
0.9193817,0.3994945,m0129_0_laughter,laughter,m0129, male,21, Brazil, PT, no
0.43828553,0.4136023,f1244_0_sneeze,sneeze,f1244, female,25, United States of America, EN, no
0.82618433,0.80660886,f0888_0_throatclearing,throatclearing,f0888, female,34, United States of America, EN, no
0.89033896,0.31591675,m1737_0_sigh,sigh,m1737, male,67, United States of America, EN, no
0.5226754,0.66792333,m0069_0_cough,cough,m0069, male,27, India, HI, no
0.5375565,0.212441,m1609_0_sniff,sniff,m1609, male,50, United States of America, EN, no
0.11650679,0.57071495,m2435_0_laughter,laughter,m2435, male,21, United States of America, EN, no
0.13472596,0.51888585,m2420_0_laughter,laughter,m2420, male,29, United States of America, EN, no
0.6950259,0.5040252,f2861_0_sigh,sigh,f2861, female,25, Italy, IT, no
0.36142147,0.74359703,m0539_0_cough,cough,m0539, male,24, Brazil, PT, no
0.5673259,0.3386157,m1359_0_sniff,sniff,m1359, male,32, India, HI, no
0.87898606,0.6872197,m2308_0_throatclearing,throatclearing,m2308, male,22, United States of America, EN, no
0.101322226,0.41713396,f2422_0_laughter,laughter,f2422, female,27, Brazil, PT, no
0.6744031,0.7594623,f2524_0_throatclearing,throatclearing,f2524, female,32, United States of America, EN, no
0.804458,0.6989317,f1913_0_throatclearing,throatclearing,f1913, female,51, United States of America, EN, no
0.5708414,0.8443426,f2904_0_cough,cough,f2904, female,28, United States of America, EN, no
0.42958066,0.6028043,m0374_0_laughter,laughter,m0374, male,23, United States of America, EN, no
0.37812132,0.601689,m0361_0_laughter,laughter,m0361, male,20, Italy, IT, no
0.63076615,0.696041,m1955_0_throatclearing,throatclearing,m1955, male,43, United States of America, EN, no
0.9267658,0.35832286,m2493_0_sigh,sigh,m2493, male,25, United States of America, EN, no
0.5576338,0.18883075,m2733_0_sniff,sniff,m2733, male,31, United Kingdom, ML, no
0.05760578,0.50002116,m2715_0_throatclearing,throatclearing,m2715, male,71, India, HI, no
0.62034494,0.8836406,f1301_0_cough,cough,f1301, female,19, United States of America, EN, no
0.7537948,0.18938084,m0249_0_sigh,sigh,m0249, male,33, India, EN, no
0.71855444,0.13202171,m0184_0_sniff,sniff,m0184, male,51, Italy, IT, no
0.36399475,0.816176,m2741_0_cough,cough,m2741, male,29, United States of America, EN, no
0.7885743,0.24082437,m3121_0_sniff,sniff,m3121, male,39, Bulgaria, BG, no
0.5139603,0.65813255,f2901_0_sneeze,sneeze,f2901, female,21, United States of America, EN, no
0.49681914,0.9422071,f0513_0_cough,cough,f0513, female,75, United States of America, EN, no
0.9255044,0.2708429,f1254_0_sigh,sigh,f1254, female,31, United States of America, EN, no
0.37736118,0.7296537,m3153_0_cough,cough,m3153, male,51, United States of America, ES, no
0.52945215,0.14670801,m2263_0_sniff,sniff,m2263, male,36, Canada, EN, no
0.7103587,0.6957589,m2591_0_throatclearing,throatclearing,m2591, male,32, Brazil, PT, no
0.55564684,0.741734,m3017_0_throatclearing,throatclearing,m3017, male,43, United States of America, EN, no
0.5666367,0.16269901,f3094_0_sniff,sniff,f3094, female,22, United States of America, EN, no
0.61024034,0.93314195,f1651_0_cough,cough,f1651, female,20, United States of America, BN, no
0.54181015,0.5051748,m2015_0_sneeze,sneeze,m2015, male,24, India, PA, no
0.48111653,0.97359437,f0043_0_cough,cough,f0043, female,39, United States of America, EN, no
0.7200991,0.1684225,f2686_0_sniff,sniff,f2686, female,38, India, ML, no
0.90674704,0.43617794,m1062_0_sigh,sigh,m1062, male,31, India, ML, no
0.5858917,0.8436833,f2522_0_cough,cough,f2522, female,47, United States of America, ZH, no
0.45333344,0.89411294,m1162_0_cough,cough,m1162, male,66, United States of America, EN, no
0.5627592,0.07797733,m0702_0_sniff,sniff,m0702, male,51, United States of America, EN, no
0.5879759,0.88942075,f1587_0_cough,cough,f1587, female,37, United States of America, EN, no
0.44226572,0.8234082,m0770_0_cough,cough,m0770, male,28, United States of America, EN, no
0.41976196,0.8694398,m3285_0_cough,cough,m3285, male,38, United States of America, EN, no
0.36187738,0.80469835,m1432_0_cough,cough,m1432, male,29, United States of America, EN, no
0.75658584,0.22020862,m0252_0_sniff,sniff,m0252, male,43, United States of America, EN, no
0.116766065,0.5705431,m0528_0_laughter,laughter,m0528, male,19, Canada, EN, no
0.42069024,0.8117686,m0220_0_cough,cough,m0220, male,30, United States of America, TE, no
0.061431043,0.39916864,f1786_0_laughter,laughter,f1786, female,49, United States of America, EN, no
0.6327555,0.49056318,f2986_0_laughter,laughter,f2986, female,44, United States of America, EN, no
0.19039316,0.3693722,f2993_0_laughter,laughter,f2993, female,49, United States of America, EN, no
0.83652586,0.20255816,m0761_0_sigh,sigh,m0761, male,21, Italy, IT, no
0.66461796,0.3536919,m0580_0_sneeze,sneeze,m0580, male,28, United States of America, EN, no
0.52082485,0.65627134,m1080_0_sneeze,sneeze,m1080, male,24, United States of America, EN, no
0.10833769,0.38393152,f0777_0_laughter,laughter,f0777, female,30, United States of America, EN, no
0.62752014,0.32833487,f0060_0_sneeze,sneeze,f0060, female,19, Italy, IT, no
0.44646356,0.43844932,f1994_0_sneeze,sneeze,f1994, female,52, Canada, FR, no
0.5194768,0.41538414,f1560_0_sneeze,sneeze,f1560, female,41, India, ML, no
0.12239488,0.4959206,m2021_0_laughter,laughter,m2021, male,40, Italy, IT, no
0.33048636,0.5261661,m2034_0_laughter,laughter,m2034, male,29, Brazil, PT, no
0.638993,0.5264383,m0921_0_sneeze,sneeze,m0921, male,25, United States of America, EN, no
0.7748856,0.5372216,m0880_0_cough,cough,m0880, male,35, United States of America, EN, no
0.3021168,0.5668935,m0760_0_laughter,laughter,m0760, male,28, United States of America, EN, no
0.63037825,0.08367178,f0278_0_sniff,sniff,f0278, female,41, United States of America, EN, no
0.748349,0.52402186,m2991_0_laughter,laughter,m2991, male,19, United States of America, EN, yes
0.4609702,0.8423889,m2058_0_cough,cough,m2058, male,35, Macedonia, MK, no
0.4026389,0.5935185,f2023_0_laughter,laughter,f2023, female,39, United States of America, EN, no
0.56605434,0.56468993,m2731_0_sneeze,sneeze,m2731, male,35, Pakistan, UR, no
0.8000034,0.6739549,m2382_0_throatclearing,throatclearing,m2382, male,26, India, TE, no
0.71695673,0.13256533,f0728_0_sniff,sniff,f0728, female,39, United States of America, EN, no
0.6076552,0.83666635,o0005_0_sniff,sniff,o0005, other,22, United States of America, EN, no
0.41436452,0.5876035,f2036_0_laughter,laughter,f2036, female,31, United States of America, EN, no
0.4839975,0.9593457,f1148_0_cough,cough,f1148, female,24, United States of America, EN, no
0.7941291,0.802698,f2337_0_throatclearing,throatclearing,f2337, female,21, United States of America, EN, no
0.8536946,0.7035402,m0844_0_throatclearing,throatclearing,m0844, male,31, United States of America, EN, no
0.08851909,0.4779297,m1791_0_laughter,laughter,m1791, male,23, United States of America, EN, no
0.0940547,0.5769835,m1784_0_laughter,laughter,m1784, male,21, United States of America, EN, no
0.79047084,0.7761408,f0802_0_throatclearing,throatclearing,f0802, female,20, United States of America, EN, no
0.6226456,0.7496314,m2371_0_throatclearing,throatclearing,m2371, male,19, Canada, EN, no
0.9589454,0.280168,f2299_0_sigh,sigh,f2299, female,20, United States of America, EN, no
0.8618214,0.26383284,m1623_1_sigh,sigh,m1623, male,36, Nigeria, EN, no
0.6953122,0.5495752,m0537_0_throatclearing,throatclearing,m0537, male,22, Italy, IT, no
0.9758245,0.27041972,f3085_0_sigh,sigh,f3085, female,29, United States of America, EN, no
0.14356248,0.39465338,f1042_0_laughter,laughter,f1042, female,46, United States of America, EN, no
0.58106816,0.6037821,f1273_0_throatclearing,throatclearing,f1273, female,48, Jamaica, EN, no
0.46926343,0.46355763,f0117_0_sneeze,sneeze,f0117, female,46, United States of America, EN, no
0.6836991,0.8491289,f0571_0_throatclearing,throatclearing,f0571, female,28, United States of America, EN, no
0.65121967,0.36841488,m0803_0_sneeze,sneeze,m0803, male,18, United States of America, EN, no
0.6254868,0.744304,m1235_0_throatclearing,throatclearing,m1235, male,42, United States of America, EN, no
0.9427569,0.32626337,f1340_0_sigh,sigh,f1340, female,63, United States of America, EN, no
0.5358168,0.89714426,f2110_0_cough,cough,f2110, female,56, United States of America, EN, no
0.67761225,0.06714363,m1522_0_sniff,sniff,m1522, male,33, Brazil, PT, yes
0.32786882,0.8451637,m1550_0_cough,cough,m1550, male,51, United Kingdom, EN, no
0.69041604,0.06909347,f2162_0_sniff,sniff,f2162, female,22, United States of America, EN, no
0.7918473,0.44509783,m2909_0_sigh,sigh,m2909, male,39, United States of America, EN, no
0.63162786,0.36467752,f1849_0_sneeze,sneeze,f1849, female,25, United States of America, EN, no
0.35849318,0.8290414,m0342_0_cough,cough,m0342, male,21, United Kingdom, EN, no
0.4031804,0.5910051,m0914_0_laughter,laughter,m0914, male,24, United Kingdom, EN, no
0.5294156,0.5964181,f0706_0_throatclearing,throatclearing,f0706, female,23, United Kingdom, EN, no
0.60968274,0.8820901,f1280_0_throatclearing,throatclearing,f1280, female,28, United States of America, EN, no
0.7255086,0.01644784,f0285_0_sniff,sniff,f0285, female,20, United States of America, ES, no
0.6456133,0.10323051,m1072_0_sniff,sniff,m1072, male,56, United States of America, EN, no
0.12038889,0.4913198,m1208_0_laughter,laughter,m1208, male,26, United States of America, EN, no
0.8512144,0.31394392,f0443_0_sigh,sigh,f0443, female,36, United States of America, EN, no
0.5997655,0.039270848,m0660_0_sniff,sniff,m0660, male,18, United States of America, EN, no
0.71039796,0.7275854,f1004_0_throatclearing,throatclearing,f1004, female,55, United States of America, EN, no
0.4193322,0.8650444,m0612_0_cough,cough,m0612, male,33, India, HI, no
0.7623603,0.21856095,f3220_0_sniff,sniff,f3220, female,45, India, MR, no
0.5035242,0.49690536,f2359_0_sneeze,sneeze,f2359, female,50, Brazil, PT, no
0.06844475,0.37960663,f0916_0_laughter,laughter,f0916, female,24, United States of America, EN, no
0.76879376,0.5130432,m1623_0_sigh,sigh,m1623, male,36, Nigeria, EN, no
0.41347972,0.82083386,f0638_0_cough,cough,f0638, female,39, United Kingdom, PT, no
0.35730132,0.8003195,m3278_0_cough,cough,m3278, male,30, Brazil, PT, no
0.74206406,0.1902451,m2418_0_sniff,sniff,m2418, male,35, Brazil, PT, no
0.41005272,0.43608585,m1040_0_laughter,laughter,m1040, male,24, United States of America, EN, yes
0.69283766,0.4716958,m0120_0_sigh,sigh,m0120, male,28, India, TA, yes
0.53495944,0.9913689,f0368_0_cough,cough,f0368, female,51, United States of America, EN, no
0.6637182,0.51106197,m2613_0_sneeze,sneeze,m2613, male,18, United States of America, EN, no
0.69766027,0.03292022,m3313_0_sneeze,sneeze,m3313, male,27, Spain, ES, no
0.6047135,0.17865731,f1508_0_sniff,sniff,f1508, female,30, India, TA, no
0.40060398,0.57176137,m3300_0_laughter,laughter,m3300, male,33, United Kingdom, LV, no
0.7036466,0.12397244,m0429_0_sniff,sniff,m0429, male,44, United States of America, EN, no
0.1917157,0.4983468,m3315_0_laughter,laughter,m3315, male,37, Canada, FR, no
0.6406745,0.065984555,f3069_0_sniff,sniff,f3069, female,44, United States of America, EN, no
0.20518355,0.3993682,f2609_0_cough,cough,f2609, female,26, United States of America, EN, no
0.5413577,0.059508126,f3111_1_sniff,sniff,f3111, female,29, United States of America, EN, no
0.7573285,0.76711166,f0115_0_throatclearing,throatclearing,f0115, female,25, United States of America, EN, no
0.097664945,0.36968046,f1443_0_laughter,laughter,f1443, female,20, United States of America, EN, no
0.67286754,0.42553,m1679_0_sneeze,sneeze,m1679, male,34, United States of America, EN, no
0.061492406,0.43787012,f1456_0_laughter,laughter,f1456, female,31, United States of America, EN, no
0.59791356,0.3767357,m0379_0_sneeze,sneeze,m0379, male,45, United States of America, EN, no
0.51781803,0.8991681,f2359_0_cough,cough,f2359, female,50, Brazil, PT, no
0.93293864,0.38183165,m2809_0_laughter,laughter,m2809, male,33, United States of America, EN, no
0.31633154,0.6035832,m1609_0_laughter,laughter,m1609, male,50, United States of America, EN, no
0.9498026,0.20330293,f2942_0_sigh,sigh,f2942, female,30, India, HI, no
0.43369344,0.4740782,m0386_0_sneeze,sneeze,m0386, male,21, United States of America, EN, no
0.8687701,0.21565196,m0886_0_sigh,sigh,m0886, male,29, United States of America, EN, no
0.61388004,0.7216395,m1426_0_throatclearing,throatclearing,m1426, male,41, Brazil, PT, no
