tsne_x,tsne_y,file_name,sound_type,id,gender,age,native_language,country,health
0.63912946,0.32100138,f0743_0_sneeze,sneeze,f0743, female,28, India, BN, no
0.5972578,0.7400436,m1794_0_cough,cough,m1794, male,34, Brazil, PT, no
0.43530825,0.39090282,m3123_0_cough,cough,m3123, male,38, India, EN, yes
0.39842445,0.19994287,f0511_0_sniff,sniff,f0511, female,24, United States of America, EN, no
0.5629781,0.27726635,f0748_0_sigh,sigh,f0748, female,53, United States of America, ES, no
0.5133513,0.43392426,m0186_0_cough,cough,m0186, male,56, United States of America, EN, no
0.41918942,0.23265627,m2743_0_sniff,sniff,m2743, male,29, United States of America, EN, no
0.44018885,0.73173785,m2731_0_cough,cough,m2731, male,35, Pakistan, UR, no
0.6004116,0.56826854,m2047_0_sneeze,sneeze,m2047, male,40, India, HI, no
0.4055858,0.24225001,f1303_0_sniff,sniff,f1303, female,50, United States of America, EN, no
0.74925435,0.69412327,m0563_2_cough,cough,m0563, male,45, United States of America, EN, no
0.47269502,0.8888587,f2684_0_cough,cough,f2684, female,30, Canada, EN, no
0.5627943,0.95392776,f1621_0_cough,cough,f1621, female,53, United States of America, EN, no
0.18692425,0.54234266,m0262_0_laughter,laughter,m0262, male,42, United States of America, EN, no
0.5208603,0.83478844,m2261_0_cough,cough,m2261, male,33, United Kingdom, EN, no
0.46705908,0.86310065,m0618_0_throatclearing,throatclearing,m0618, male,27, United States of America, EN, no
0.39755133,0.04944834,f1653_0_sniff,sniff,f1653, female,43, United States of America, EN, no
0.5391477,0.33727214,f2558_0_sneeze,sneeze,f2558, female,22, United States of America, EN, no
0.14161038,0.47086343,f0028_0_laughter,laughter,f0028, female,51, United States of America, EN, no
0.6457887,0.16794746,m0056_0_sigh,sigh,m0056, male,25, Italy, IT, no
0.42562225,0.8317897,m1864_0_cough,cough,m1864, male,22, United Kingdom, EN, no
0.6957814,0.25263074,m2393_0_sigh,sigh,m2393, male,22, Brazil, PT, no
0.76290387,0.19288932,f2192_0_sigh,sigh,f2192, female,25, United States of America, EN, no
0.7894955,0.4458259,f2368_0_laughter,laughter,f2368, female,18, United States of America, EN, no
0.7868088,0.52819717,m0973_0_sneeze,sneeze,m0973, male,37, United States of America, EN, no
0.7777562,0.7720914,f0627_0_throatclearing,throatclearing,f0627, female,55, United States of America, EN, no
0.053452455,0.4520529,f1685_0_laughter,laughter,f1685, female,25, United States of America, EN, no
0.5649544,0.24171352,m0882_0_sniff,sniff,m0882, male,62, United States of America, EN, no
0.22081886,0.45555574,f1690_0_laughter,laughter,f1690, female,19, United States of America, EN, no
0.650683,0.47114995,f0067_0_sneeze,sneeze,f0067, female,22, United States of America, EN, no
0.7897878,0.8119616,f1352_0_throatclearing,throatclearing,f1352, female,44, United States of America, EN, no
0.32434916,0.51695186,f0674_0_laughter,laughter,f0674, female,38, United States of America, EN, yes
0.36945271,0.07259281,f1585_0_sniff,sniff,f1585, female,34, United Kingdom, SW, no
0.62808526,0.9163043,f3340_0_cough,cough,f3340, female,39, United States of America, EN, no
0.35691065,0.120593645,m0772_0_sniff,sniff,m0772, male,37, United States of America, EN, no
0.47575012,0.4834387,m1190_0_throatclearing,throatclearing,m1190, male,42, Canada, EN, no
0.48630583,0.7915461,m0700_0_cough,cough,m0700, male,30, India, HI, no
0.4923079,0.10937108,f3332_0_sniff,sniff,f3332, female,29, United States of America, EN, no
0.12710695,0.38313508,f0661_0_laughter,laughter,f0661, female,40, United States of America, EN, no
0.67220694,0.24217564,m1762_0_sigh,sigh,m1762, male,28, Brazil, PT, no
0.12636615,0.38981068,f2890_0_laughter,laughter,f2890, female,36, United Kingdom, EN, no
0.56589645,0.6938404,m1112_0_cough,cough,m1112, male,27, United States of America, EN, no
0.14963093,0.48512334,f2885_0_laughter,laughter,f2885, female,38, United States of America, EN, no
0.335241,0.14328638,f2520_0_sniff,sniff,f2520, female,24, United States of America, EN, no
0.07091866,0.39313534,m2137_0_laughter,laughter,m2137, male,24, Brazil, PT, no
0.6474723,0.54621947,m0578_0_sneeze,sneeze,m0578, male,37, United States of America, EN, no
0.39426923,0.24427396,m0222_0_sniff,sniff,m0222, male,32, India, TA, no
0.81864387,0.7140725,f0450_0_throatclearing,throatclearing,f0450, female,25, United States of America, EN, no
0.6293087,0.22059314,m2495_0_sniff,sniff,m2495, male,34, United States of America, EN, no
0.67085797,0.63902795,m0250_0_cough,cough,m0250, male,40, United States of America, EN, no
0.5796562,0.33666244,f1939_0_sneeze,sneeze,f1939, female,69, United States of America, EN, no
0.47317126,0.82517844,m1442_0_cough,cough,m1442, male,51, United States of America, EN, no
0.101863906,0.380529,m2892_0_laughter,laughter,m2892, male,19, United States of America, EN, no
0.06720299,0.60738796,m2887_0_laughter,laughter,m2887, male,27, United States of America, EN, no
0.72747624,0.8691449,f1201_0_sigh,sigh,f1201, female,31, Italy, IT, no
0.6264254,0.2010723,m2763_0_sneeze,sneeze,m2763, male,31, United Kingdom, PT, no
0.5597765,0.9065961,m3263_0_sneeze,sneeze,m3263, male,46, United Kingdom, EN, no
0.5034721,0.22323626,f0208_0_sniff,sniff,f0208, female,40, United States of America, EN, no
0.64898646,0.93499625,f1138_0_cough,cough,f1138, female,35, India, HI, no
0.38495278,0.84364617,m2578_0_cough,cough,m2578, male,40, United States of America, EN, no
0.8527454,0.70376676,f1242_1_throatclearing,throatclearing,f1242, female,39, United States of America, EN, no
0.091863856,0.37206414,m1687_0_laughter,laughter,m1687, male,58, United States of America, EN, no
0.5712071,0.49417752,m2736_0_sneeze,sneeze,m2736, male,36, United States of America, EN, no
0.46779403,0.07970963,m3318_0_sniff,sniff,m3318, male,24, Brazil, PT, no
0.08323543,0.4606323,f1141_0_laughter,laughter,f1141, female,40, United States of America, EN, no
0.6623506,0.3054514,f2086_0_sigh,sigh,f2086, female,49, United States of America, EN, no
0.5052648,0.21950065,f2112_0_sniff,sniff,f2112, female,41, Italy, IT, no
0.17294778,0.4180781,f1154_0_laughter,laughter,f1154, female,23, United Kingdom, EN, no
0.55317664,0.7243923,m1520_0_cough,cough,m1520, male,27, United States of America, EN, no
0.7149352,0.7432688,f3222_0_cough,cough,f3222, female,31, United States of America, EN, no
0.72323096,0.81948745,f1495_0_cough,cough,f1495, female,50, United States of America, EN, no
0.55189085,0.79373604,m0662_0_cough,cough,m0662, male,25, United States of America, EN, no
0.61589444,0.5745595,m1002_0_sniff,sniff,m1002, male,26, Brazil, PT, no
0.73109037,0.15025216,m0142_0_sigh,sigh,m0142, male,24, Italy, IT, no
0.7331605,0.93941164,f0287_0_cough,cough,f0287, female,37, United States of America, EN, no
0.72478795,0.75955725,f0110_0_sneeze,sneeze,f0110, female,33, India, TA, no
0.1204135,0.3685415,m0817_0_laughter,laughter,m0817, male,30, Italy, IT, no
0.7659879,0.6482109,m3338_0_throatclearing,throatclearing,m3338, male,59, United States of America, EN, no
0.7128265,0.17730828,f2599_0_sigh,sigh,f2599, female,38, United States of America, HI, no
0.74988717,0.4282111,f1440_0_sigh,sigh,f1440, female,20, United States of America, EN, no
0.6542293,0.45076331,f0827_0_cough,cough,f0827, female,29, United States of America, EN, no
0.72670144,0.123294346,m1641_0_sigh,sigh,m1641, male,33, United States of America, EN, no
0.5516795,0.19930367,m2468_0_sniff,sniff,m2468, male,32, United States of America, EN, no
0.34937018,0.054299783,f1028_0_sniff,sniff,f1028, female,23, United States of America, EN, no
0.52015084,0.6129455,m3341_0_sneeze,sneeze,m3341, male,42, United States of America, EN, no
0.327094,0.533239,f0815_0_laughter,laughter,f0815, female,42, United States of America, EN, no
0.1296913,0.47980085,f0800_0_laughter,laughter,f0800, female,31, United States of America, EN, no
0.6868269,0.6741115,m0965_0_throatclearing,throatclearing,m0965, male,30, India, ML, no
0.438411,0.05532864,m2138_0_sniff,sniff,m2138, male,28, United States of America, EN, no
0.19672893,0.45277748,f1309_0_laughter,laughter,f1309, female,50, United States of America, EN, no
0.77646303,0.14036132,f0421_0_sigh,sigh,f0421, female,23, United States of America, EN, no
0.53859866,0.16945,f1578_0_sniff,sniff,f1578, female,41, Italy, IT, no
0.5797907,0.5562694,m3314_0_sneeze,sneeze,m3314, male,55, United States of America, EN, no
0.67688453,0.15901059,m0620_0_sigh,sigh,m0620, male,39, United States of America, EN, no
0.75760025,0.45662352,f2092_0_throatclearing,throatclearing,f2092, female,26, Brazil, PT, no
0.91559637,0.75099707,f0923_0_throatclearing,throatclearing,f0923, female,49, United States of America, EN, no
0.066637196,0.59595287,m1143_0_laughter,laughter,m1143, male,51, United States of America, ES, no
0.5426211,0.61320794,m0996_0_throatclearing,throatclearing,m0996, male,19, United States of America, EN, no
0.7707022,0.3408487,f1322_0_sigh,sigh,f1322, female,29, United States of America, EN, no
0.8552612,0.31888694,m1123_0_sigh,sigh,m1123, male,21, United States of America, EN, no
0.54735625,0.40961155,f1334_0_sneeze,sneeze,f1334, female,23, United Kingdom, EN, no
0.5180424,0.31852713,m1681_0_sneeze,sneeze,m1681, male,21, United States of America, EN, no
0.29417533,0.5138932,m3203_0_laughter,laughter,m3203, male,27, India, ML, no
0.7393418,0.3930698,f0109_0_sigh,sigh,f0109, female,31, Mexico, ES, no
0.6012836,0.9236609,f2989_0_cough,cough,f2989, female,59, United States of America, EN, no
0.5290525,0.34855777,f1361_0_sneeze,sneeze,f1361, female,32, India, TE, no
0.6622907,0.434551,f0661_0_sneeze,sneeze,f0661, female,40, United States of America, EN, no
0.59739476,0.21173522,f1315_0_sigh,sigh,f1315, female,27, India, TE, no
0.90230334,0.61028695,m2229_0_throatclearing,throatclearing,m2229, male,21, Brazil, PT, yes
0.73631394,0.12084329,m0308_0_sigh,sigh,m0308, male,27, United Kingdom, EN, no
0.1067411,0.40231225,f1540_0_laughter,laughter,f1540, female,30, United States of America, EN, no
0.67651993,0.19340248,m1114_0_sigh,sigh,m1114, male,53, United States of America, EN, no
0.58276254,0.87359333,f2679_0_cough,cough,f2679, female,61, United States of America, EN, no
0.59345794,0.597397,m0459_0_sniff,sniff,m0459, male,38, United States of America, EN, no
0.6615231,0.34330198,f3019_0_sniff,sniff,f3019, female,40, United States of America, EN, no
0.7816557,0.2406418,f0416_0_sigh,sigh,f0416, female,32, United States of America, RU, no
0.46114105,0.81974405,m1769_0_cough,cough,m1769, male,73, United States of America, EN, no
0.15817618,0.4257642,f3049_0_laughter,laughter,f3049, female,24, Brazil, PT, no
0.41952693,0.83733654,m1906_0_cough,cough,m1906, male,18, Italy, IT, no
0.50952494,0.4714859,m2634_0_throatclearing,throatclearing,m2634, male,24, United States of America, EN, no
0.6927089,0.61325663,m1887_0_throatclearing,throatclearing,m1887, male,49, United Kingdom, EN, no
0.89956534,0.7257268,f2672_0_throatclearing,throatclearing,f2672, female,50, United States of America, EN, no
0.569424,0.84083766,m3136_0_throatclearing,throatclearing,m3136, male,43, United States of America, EN, no
0.7287893,0.13688591,m1676_0_sigh,sigh,m1676, male,24, United States of America, EN, no
0.68486214,0.8703029,f0151_0_cough,cough,f0151, female,34, United States of America, EN, no
0.47589618,0.115008935,f2794_0_sniff,sniff,f2794, female,40, Italy, PT, no
0.637868,0.59352005,m2165_0_sneeze,sneeze,m2165, male,32, United Kingdom, EN, no
0.40271753,0.18831216,m2371_0_sniff,sniff,m2371, male,19, Canada, EN, no
0.53335726,0.47687837,f3186_0_sniff,sniff,f3186, female,27, United States of America, EN, no
0.9153195,0.5789176,m3341_0_throatclearing,throatclearing,m3341, male,42, United States of America, EN, no
0.4912922,0.74590766,m2303_0_cough,cough,m2303, male,21, United States of America, EN, no
0.80693126,0.7298473,f3183_0_throatclearing,throatclearing,f3183, female,35, United States of America, EN, no
0.06755671,0.57261634,m1557_0_laughter,laughter,m1557, male,28, India, TA, no
0.6765718,0.94841206,f0401_0_cough,cough,f0401, female,27, United States of America, EN, no
0.7690645,0.5170021,m2130_0_sneeze,sneeze,m2130, male,24, Canada, EN, no
0.27080405,0.5723483,m1542_0_laughter,laughter,m1542, male,29, India, EN, no
0.47637454,0.8131892,m3041_0_cough,cough,m3041, male,50, United States of America, EN, no
0.33208606,0.12480085,m1684_0_sniff,sniff,m1684, male,46, India, TA, no
0.41577315,0.178776,m2621_0_sniff,sniff,m2621, male,18, Italy, IT, no
0.77917033,0.21861309,f3185_0_sneeze,sneeze,f3185, female,22, United States of America, EN, no
0.1526616,0.44734666,f2908_0_laughter,laughter,f2908, female,25, United States of America, EN, no
0.717203,0.49111724,m0175_0_sigh,sigh,m0175, male,25, United States of America, ES, no
0.44904888,0.14505114,f1261_0_sniff,sniff,f1261, female,54, United States of America, EN, no
0.70134157,0.5011295,m1228_0_sigh,sigh,m1228, male,19, Italy, IT, no
0.7874758,0.3662097,m0034_0_sigh,sigh,m0034, male,30, United States of America, EN, no
0.35323575,0.44237307,f0711_0_sneeze,sneeze,f0711, female,60, United States of America, EN, no
0.11524996,0.4309816,f1387_0_laughter,laughter,f1387, female,61, United States of America, EN, no
0.061458714,0.630049,f1392_0_laughter,laughter,f1392, female,50, United States of America, EN, no
0.60847956,0.3091317,m0129_0_laughter,laughter,m0129, male,21, Brazil, PT, no
0.61868274,0.29717448,f1244_0_sneeze,sneeze,f1244, female,25, United States of America, EN, no
0.91241056,0.7150983,f0888_0_throatclearing,throatclearing,f0888, female,34, United States of America, EN, no
0.8709865,0.2244774,m1737_0_sigh,sigh,m1737, male,67, United States of America, EN, no
0.61968666,0.7442975,m0069_0_cough,cough,m0069, male,27, India, HI, no
0.4028225,0.04073021,m1609_0_sniff,sniff,m1609, male,50, United States of America, EN, no
0.2662313,0.61102265,m2435_0_laughter,laughter,m2435, male,21, United States of America, EN, no
0.12798963,0.576756,m2420_0_laughter,laughter,m2420, male,29, United States of America, EN, no
0.69901013,0.38899127,f2249_0_sniff,sniff,f2249, female,35, United States of America, EN, yes
0.685688,0.4217921,f2861_0_sigh,sigh,f2861, female,25, Italy, IT, no
0.5570485,0.9009698,m0539_0_cough,cough,m0539, male,24, Brazil, PT, no
0.64419025,0.37971175,m1359_0_sniff,sniff,m1359, male,32, India, HI, no
0.94858974,0.6054594,m2308_0_throatclearing,throatclearing,m2308, male,22, United States of America, EN, no
0.018464884,0.50247574,f2422_0_laughter,laughter,f2422, female,27, Brazil, PT, no
0.74301046,0.77714586,f2524_0_throatclearing,throatclearing,f2524, female,32, United States of America, EN, no
0.7253108,0.63429075,f1913_0_throatclearing,throatclearing,f1913, female,51, United States of America, EN, no
0.7041935,0.80727637,f2904_0_cough,cough,f2904, female,28, United States of America, EN, no
0.35256365,0.61541665,m0374_0_laughter,laughter,m0374, male,23, United States of America, EN, no
0.34792018,0.60927993,m0361_0_laughter,laughter,m0361, male,20, Italy, IT, no
0.74600005,0.6442335,m1955_0_throatclearing,throatclearing,m1955, male,43, United States of America, EN, no
0.4221472,0.1831301,m2733_0_sniff,sniff,m2733, male,31, United Kingdom, ML, no
0.09792865,0.5461743,m2715_0_throatclearing,throatclearing,m2715, male,71, India, HI, no
0.71958774,0.85044813,f1301_0_cough,cough,f1301, female,19, United States of America, EN, no
0.6103634,0.20291777,m0249_0_sigh,sigh,m0249, male,33, India, EN, no
0.5583073,0.15263724,m0184_0_sniff,sniff,m0184, male,51, Italy, IT, no
0.39487723,0.8394491,m2741_0_cough,cough,m2741, male,29, United States of America, EN, no
0.5670728,0.23781733,m3121_0_sniff,sniff,m3121, male,39, Bulgaria, BG, no
0.60330117,0.45406163,f2901_0_sneeze,sneeze,f2901, female,21, United States of America, EN, no
0.5450249,0.9284591,f0513_0_cough,cough,f0513, female,75, United States of America, EN, no
0.58133125,0.45426327,f1254_0_sigh,sigh,f1254, female,31, United States of America, EN, no
0.61180824,0.6752439,m3153_0_cough,cough,m3153, male,51, United States of America, ES, no
0.53218627,0.09937382,m2263_0_sniff,sniff,m2263, male,36, Canada, EN, no
0.98237175,0.61490476,m2591_0_throatclearing,throatclearing,m2591, male,32, Brazil, PT, no
0.62533945,0.7500908,m3017_0_throatclearing,throatclearing,m3017, male,43, United States of America, EN, no
0.37969565,0.10198499,f3094_0_sniff,sniff,f3094, female,22, United States of America, EN, no
0.70877737,0.85656774,f1651_0_cough,cough,f1651, female,20, United States of America, BN, no
0.5238864,0.49708912,m2015_0_sneeze,sneeze,m2015, male,24, India, PA, no
0.63089496,0.9209067,f0043_0_cough,cough,f0043, female,39, United States of America, EN, no
0.62399787,0.22017069,f2686_0_sniff,sniff,f2686, female,38, India, ML, no
0.85441375,0.30471805,m1062_0_sigh,sigh,m1062, male,31, India, ML, no
0.42756772,0.77117985,m1162_0_cough,cough,m1162, male,66, United States of America, EN, no
0.38702396,0.09748875,m0702_0_sniff,sniff,m0702, male,51, United States of America, EN, no
0.6844591,0.8927665,f1587_0_cough,cough,f1587, female,37, United States of America, EN, no
0.5284038,0.79223025,m0770_0_cough,cough,m0770, male,28, United States of America, EN, no
0.5037938,0.84658915,m3285_0_cough,cough,m3285, male,38, United States of America, EN, no
0.402237,0.847565,m1432_0_cough,cough,m1432, male,29, United States of America, EN, no
0.5401213,0.18243524,m0252_0_sniff,sniff,m0252, male,43, United States of America, EN, no
0.06567571,0.5965251,m0528_0_laughter,laughter,m0528, male,19, Canada, EN, no
0.50983864,0.7617617,m0220_0_cough,cough,m0220, male,30, United States of America, TE, no
0.03865784,0.46722257,f1786_0_laughter,laughter,f1786, female,49, United States of America, EN, no
0.2733826,0.5179009,f2986_0_laughter,laughter,f2986, female,44, United States of America, EN, no
0.18830152,0.48999542,f2993_0_laughter,laughter,f2993, female,49, United States of America, EN, no
0.65187913,0.161128,m0761_0_sigh,sigh,m0761, male,21, Italy, IT, no
0.75960416,0.5096486,m0580_0_sneeze,sneeze,m0580, male,28, United States of America, EN, no
0.58890486,0.6085455,m1080_0_sneeze,sneeze,m1080, male,24, United States of America, EN, no
0.09024038,0.45133266,f0777_0_laughter,laughter,f0777, female,30, United States of America, EN, no
0.550468,0.32542393,f0060_0_sneeze,sneeze,f0060, female,19, Italy, IT, no
0.5563901,0.37409848,f1994_0_sneeze,sneeze,f1994, female,52, Canada, FR, no
0.52112794,0.461714,f1560_0_sneeze,sneeze,f1560, female,41, India, ML, no
0.28358325,0.5494663,m2021_0_laughter,laughter,m2021, male,40, Italy, IT, no
0.0846889,0.6122678,m2034_0_laughter,laughter,m2034, male,29, Brazil, PT, no
0.6350487,0.5163298,m0921_0_sneeze,sneeze,m0921, male,25, United States of America, EN, no
0.39252242,0.4568092,m0880_0_cough,cough,m0880, male,35, United States of America, EN, no
0.45035997,0.6342259,m0760_0_laughter,laughter,m0760, male,28, United States of America, EN, no
0.3908915,0.03134122,f0278_0_sniff,sniff,f0278, female,41, United States of America, EN, no
0.5730187,0.57637924,m2991_0_laughter,laughter,m2991, male,19, United States of America, EN, yes
0.5243438,0.8566405,m2058_0_cough,cough,m2058, male,35, Macedonia, MK, no
0.34846786,0.5765798,f2023_0_laughter,laughter,f2023, female,39, United States of America, EN, no
0.49163055,0.59736973,m2731_0_sneeze,sneeze,m2731, male,35, Pakistan, UR, no
0.95682585,0.61004627,m2382_0_throatclearing,throatclearing,m2382, male,26, India, TE, no
0.56219876,0.14993833,f0728_0_sniff,sniff,f0728, female,39, United States of America, EN, no
0.6805919,0.31837592,o0005_0_sniff,sniff,o0005, other,22, United States of America, EN, no
0.3920858,0.55802923,f2036_0_laughter,laughter,f2036, female,31, United States of America, EN, no
0.6761533,0.8713293,f1148_0_cough,cough,f1148, female,24, United States of America, EN, no
0.81806904,0.7289137,f2337_0_throatclearing,throatclearing,f2337, female,21, United States of America, EN, no
0.9446813,0.6409176,m0844_0_throatclearing,throatclearing,m0844, male,31, United States of America, EN, no
0.049925234,0.55654246,m1791_0_laughter,laughter,m1791, male,23, United States of America, EN, no
0.036015037,0.54419,m1784_0_laughter,laughter,m1784, male,21, United States of America, EN, no
0.7824592,0.82357687,f0802_0_throatclearing,throatclearing,f0802, female,20, United States of America, EN, no
0.92956233,0.616764,m2371_0_throatclearing,throatclearing,m2371, male,19, Canada, EN, no
0.80428165,0.23561898,f2299_0_sigh,sigh,f2299, female,20, United States of America, EN, no
0.79249245,0.35825244,m1623_1_sigh,sigh,m1623, male,36, Nigeria, EN, no
0.6885283,0.6333247,m0537_0_throatclearing,throatclearing,m0537, male,22, Italy, IT, no
0.8183942,0.2257989,f3085_0_sigh,sigh,f3085, female,29, United States of America, EN, no
0.11611221,0.40456745,f1042_0_laughter,laughter,f1042, female,46, United States of America, EN, no
0.59817404,0.77684975,f1273_0_throatclearing,throatclearing,f1273, female,48, Jamaica, EN, no
0.73803854,0.50640583,f0117_0_sneeze,sneeze,f0117, female,46, United States of America, EN, no
0.62880534,0.42590955,m0803_0_sneeze,sneeze,m0803, male,18, United States of America, EN, no
0.8969305,0.6375235,m1235_0_throatclearing,throatclearing,m1235, male,42, United States of America, EN, no
0.8126099,0.20741692,f1340_0_sigh,sigh,f1340, female,63, United States of America, EN, no
0.6237283,0.96029997,f2110_0_cough,cough,f2110, female,56, United States of America, EN, no
0.41998395,0.025748666,m1522_0_sniff,sniff,m1522, male,33, Brazil, PT, yes
0.46833357,0.7359601,m1550_0_cough,cough,m1550, male,51, United Kingdom, EN, no
0.39364323,0.15923402,f2162_0_sniff,sniff,f2162, female,22, United States of America, EN, no
0.84787077,0.3014023,m2909_0_sigh,sigh,m2909, male,39, United States of America, EN, no
0.5702234,0.35441428,f1849_0_sneeze,sneeze,f1849, female,25, United States of America, EN, no
0.37599868,0.8458296,m0342_0_cough,cough,m0342, male,21, United Kingdom, EN, no
0.34834662,0.57597125,m0914_0_laughter,laughter,m0914, male,24, United Kingdom, EN, no
0.7184119,0.71291775,f0706_0_throatclearing,throatclearing,f0706, female,23, United Kingdom, EN, no
0.67215544,0.7827884,f1280_0_throatclearing,throatclearing,f1280, female,28, United States of America, EN, no
0.5124065,0.02467915,f0285_0_sniff,sniff,f0285, female,20, United States of America, ES, no
0.5618162,0.091847554,m1072_0_sniff,sniff,m1072, male,56, United States of America, EN, no
0.12253067,0.36774692,m1208_0_laughter,laughter,m1208, male,26, United States of America, EN, no
0.7031116,0.25519007,f0443_0_sigh,sigh,f0443, female,36, United States of America, EN, no
0.38446644,0.09617688,m0660_0_sniff,sniff,m0660, male,18, United States of America, EN, no
0.893806,0.7526625,f1004_0_throatclearing,throatclearing,f1004, female,55, United States of America, EN, no
0.5004331,0.82587224,m0612_0_cough,cough,m0612, male,33, India, HI, no
0.5635811,0.18353178,f3220_0_sniff,sniff,f3220, female,45, India, MR, no
0.6806715,0.46730202,f2359_0_sneeze,sneeze,f2359, female,50, Brazil, PT, no
0.10161967,0.4608314,f0916_0_laughter,laughter,f0916, female,24, United States of America, EN, no
0.8847849,0.4324198,m1623_0_sigh,sigh,m1623, male,36, Nigeria, EN, no
0.4984405,0.8269183,f0638_0_cough,cough,f0638, female,39, United Kingdom, PT, no
0.39295635,0.8353147,m3278_0_cough,cough,m3278, male,30, Brazil, PT, no
0.5864943,0.12669906,m2418_0_sniff,sniff,m2418, male,35, Brazil, PT, no
0.48861647,0.48880425,m1040_0_laughter,laughter,m1040, male,24, United States of America, EN, yes
0.45749032,0.40250146,m0120_0_sigh,sigh,m0120, male,28, India, TA, yes
0.6161788,0.90428716,f0368_0_cough,cough,f0368, female,51, United States of America, EN, no
0.7446143,0.37954983,m2613_0_sneeze,sneeze,m2613, male,18, United States of America, EN, no
0.46394938,0.047578417,m3313_0_sneeze,sneeze,m3313, male,27, Spain, ES, no
0.38102394,0.19660787,f1508_0_sniff,sniff,f1508, female,30, India, TA, no
0.323039,0.5718956,m3300_0_laughter,laughter,m3300, male,33, United Kingdom, LV, no
0.53268474,0.11993821,m0429_0_sniff,sniff,m0429, male,44, United States of America, EN, no
0.16426606,0.53483725,m3315_0_laughter,laughter,m3315, male,37, Canada, FR, no
0.4011291,0.04691904,f3069_0_sniff,sniff,f3069, female,44, United States of America, EN, no
0.36420295,0.54206616,f2609_0_cough,cough,f2609, female,26, United States of America, EN, no
0.38412088,0.15937866,f3111_1_sniff,sniff,f3111, female,29, United States of America, EN, no
0.11163296,0.4086734,f1443_0_laughter,laughter,f1443, female,20, United States of America, EN, no
0.7706518,0.5056045,m1679_0_sneeze,sneeze,m1679, male,34, United States of America, EN, no
0.06910637,0.5036369,f1456_0_laughter,laughter,f1456, female,31, United States of America, EN, no
0.56183076,0.29712802,m0379_0_sneeze,sneeze,m0379, male,45, United States of America, EN, no
0.68291897,0.86996126,f2359_0_cough,cough,f2359, female,50, Brazil, PT, no
0.25540796,0.56139624,m2809_0_laughter,laughter,m2809, male,33, United States of America, EN, no
0.29991785,0.58207905,m1609_0_laughter,laughter,m1609, male,50, United States of America, EN, no
0.68146646,0.11508509,f2942_0_sigh,sigh,f2942, female,30, India, HI, no
0.58603364,0.7087547,m0386_0_sneeze,sneeze,m0386, male,21, United States of America, EN, no
0.73578054,0.12238034,m0886_0_sigh,sigh,m0886, male,29, United States of America, EN, no
0.3812615,0.71977043,m1426_0_throatclearing,throatclearing,m1426, male,41, Brazil, PT, no
0.613456,0.3685101,f1366_0_sneeze,sneeze,f1366, female,35, United States of America, EN, no
0.6602679,0.24193877,f1415_0_sigh,sigh,f1415, female,32, United States of America, EN, no
0.361956,0.13176134,m2301_0_sniff,sniff,m2301, male,33, United States of America, EN, no
0.7016511,0.9070893,f3184_0_cough,cough,f3184, female,25, United States of America, EN, no
0.45732173,0.26433405,f1741_0_sniff,sniff,f1741, female,35, India, TA, no
0.33943072,0.07586951,f0153_0_sniff,sniff,f0153, female,49, United States of America, EN, no
